package,class,layer,count
CH.ifa.draw.standard,CH.ifa.draw.standard.OffsetLocator,Cross-Cutting,0.5714285714285714
CH.ifa.draw.standard,CH.ifa.draw.standard.OffsetLocator,Domain Layer,0.42857142857142855
CH.ifa.draw.standard,CH.ifa.draw.standard.PasteCommand,Service Layer,1.0
CH.ifa.draw.standard,CH.ifa.draw.standard.RelativeLocator,Cross-Cutting,0.5714285714285714
CH.ifa.draw.standard,CH.ifa.draw.standard.RelativeLocator,Domain Layer,0.07142857142857142
CH.ifa.draw.standard,CH.ifa.draw.standard.RelativeLocator,Presentation Layer,0.21428571428571427
CH.ifa.draw.standard,CH.ifa.draw.standard.RelativeLocator,Data Source Layer,0.14285714285714285
CH.ifa.draw.standard,CH.ifa.draw.standard.ReverseFigureEnumerator,Cross-Cutting,0.5
CH.ifa.draw.standard,CH.ifa.draw.standard.ReverseFigureEnumerator,Data Source Layer,0.25
CH.ifa.draw.standard,CH.ifa.draw.standard.ReverseFigureEnumerator,Domain Layer,0.25
CH.ifa.draw.standard,CH.ifa.draw.standard.SelectAreaTracker,Service Layer,0.25
CH.ifa.draw.standard,CH.ifa.draw.standard.SelectAreaTracker,Presentation Layer,0.75
CH.ifa.draw.standard,CH.ifa.draw.standard.SelectionTool,Service Layer,0.25
CH.ifa.draw.standard,CH.ifa.draw.standard.SelectionTool,Presentation Layer,0.75
CH.ifa.draw.standard,CH.ifa.draw.standard.SendToBackCommand,Service Layer,0.6666666666666666
CH.ifa.draw.standard,CH.ifa.draw.standard.SendToBackCommand,Cross-Cutting,0.3333333333333333
CH.ifa.draw.standard,CH.ifa.draw.standard.SimpleUpdateStrategy,Domain Layer,0.5
CH.ifa.draw.standard,CH.ifa.draw.standard.SimpleUpdateStrategy,Presentation Layer,0.5
CH.ifa.draw.standard,CH.ifa.draw.standard.SouthEastHandle,Presentation Layer,1.0
CH.ifa.draw.standard,CH.ifa.draw.standard.SouthHandle,Presentation Layer,1.0
CH.ifa.draw.standard,CH.ifa.draw.standard.SouthWestHandle,Presentation Layer,1.0
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawing,Cross-Cutting,0.3076923076923077
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawing,Service Layer,0.38461538461538464
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawing,Presentation Layer,0.07692307692307693
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawing,Domain Layer,0.23076923076923078
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawingView,Presentation Layer,0.5660377358490566
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawingView,Domain Layer,0.1509433962264151
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawingView,Service Layer,0.24528301886792453
CH.ifa.draw.standard,CH.ifa.draw.standard.StandardDrawingView,Cross-Cutting,0.03773584905660377
CH.ifa.draw.standard,CH.ifa.draw.standard.TextHolder,Domain Layer,0.42857142857142855
CH.ifa.draw.standard,CH.ifa.draw.standard.TextHolder,Presentation Layer,0.5714285714285714
CH.ifa.draw.standard,CH.ifa.draw.standard.ToggleGridCommand,Service Layer,1.0
CH.ifa.draw.standard,CH.ifa.draw.standard.ToolButton,Presentation Layer,0.7
CH.ifa.draw.standard,CH.ifa.draw.standard.ToolButton,Domain Layer,0.1
CH.ifa.draw.standard,CH.ifa.draw.standard.ToolButton,Cross-Cutting,0.2
CH.ifa.draw.standard,CH.ifa.draw.standard.WestHandle,Presentation Layer,1.0
CH.ifa.draw.util,CH.ifa.draw.util.Animatable,Service Layer,1.0
CH.ifa.draw.util,CH.ifa.draw.util.Clipboard,Cross-Cutting,0.3333333333333333
CH.ifa.draw.util,CH.ifa.draw.util.Clipboard,Data Source Layer,0.6666666666666666
CH.ifa.draw.util,CH.ifa.draw.util.ColorMap,Cross-Cutting,0.2857142857142857
CH.ifa.draw.util,CH.ifa.draw.util.ColorMap,Data Source Layer,0.42857142857142855
CH.ifa.draw.util,CH.ifa.draw.util.ColorMap,Presentation Layer,0.14285714285714285
CH.ifa.draw.util,CH.ifa.draw.util.ColorMap,Domain Layer,0.14285714285714285
CH.ifa.draw.util,CH.ifa.draw.util.Command,Service Layer,0.5
CH.ifa.draw.util,CH.ifa.draw.util.Command,Domain Layer,0.25
CH.ifa.draw.util,CH.ifa.draw.util.Command,Cross-Cutting,0.25
CH.ifa.draw.util,CH.ifa.draw.util.CommandButton,Presentation Layer,1.0
CH.ifa.draw.util,CH.ifa.draw.util.CommandChoice,Service Layer,0.3333333333333333
CH.ifa.draw.util,CH.ifa.draw.util.CommandChoice,Domain Layer,0.3333333333333333
CH.ifa.draw.util,CH.ifa.draw.util.CommandChoice,Presentation Layer,0.3333333333333333
CH.ifa.draw.util,CH.ifa.draw.util.CommandMenu,Domain Layer,0.25
CH.ifa.draw.util,CH.ifa.draw.util.CommandMenu,Presentation Layer,0.625
CH.ifa.draw.util,CH.ifa.draw.util.CommandMenu,Service Layer,0.125
CH.ifa.draw.util,CH.ifa.draw.util.Filler,Cross-Cutting,0.6
CH.ifa.draw.util,CH.ifa.draw.util.Filler,Domain Layer,0.4
CH.ifa.draw.util,CH.ifa.draw.util.FloatingTextField,Presentation Layer,0.8888888888888888
CH.ifa.draw.util,CH.ifa.draw.util.FloatingTextField,Cross-Cutting,0.1111111111111111
CH.ifa.draw.util,CH.ifa.draw.util.Geom,Domain Layer,0.3333333333333333
CH.ifa.draw.util,CH.ifa.draw.util.Geom,Cross-Cutting,0.6666666666666666
CH.ifa.draw.util,CH.ifa.draw.util.Iconkit,Presentation Layer,0.25
CH.ifa.draw.util,CH.ifa.draw.util.Iconkit,Data Source Layer,0.5
CH.ifa.draw.util,CH.ifa.draw.util.Iconkit,Cross-Cutting,0.25
CH.ifa.draw.util,CH.ifa.draw.util.PaletteButton,Presentation Layer,0.8888888888888888
CH.ifa.draw.util,CH.ifa.draw.util.PaletteButton,Cross-Cutting,0.1111111111111111
CH.ifa.draw.util,CH.ifa.draw.util.PaletteIcon,Service Layer,0.16666666666666666
CH.ifa.draw.util,CH.ifa.draw.util.PaletteIcon,Domain Layer,0.16666666666666666
CH.ifa.draw.util,CH.ifa.draw.util.PaletteIcon,Cross-Cutting,0.5
CH.ifa.draw.util,CH.ifa.draw.util.PaletteIcon,Data Source Layer,0.16666666666666666
CH.ifa.draw.util,CH.ifa.draw.util.PaletteLayout,Presentation Layer,0.125
CH.ifa.draw.util,CH.ifa.draw.util.PaletteLayout,Service Layer,0.25
CH.ifa.draw.util,CH.ifa.draw.util.PaletteLayout,Cross-Cutting,0.625
CH.ifa.draw.util,CH.ifa.draw.util.PaletteListener,Presentation Layer,0.5
CH.ifa.draw.util,CH.ifa.draw.util.PaletteListener,Service Layer,0.5
CH.ifa.draw.util,CH.ifa.draw.util.ReverseVectorEnumerator,Cross-Cutting,0.6666666666666666
CH.ifa.draw.util,CH.ifa.draw.util.ReverseVectorEnumerator,Data Source Layer,0.3333333333333333
CH.ifa.draw.util,CH.ifa.draw.util.Storable,Domain Layer,0.5
CH.ifa.draw.util,CH.ifa.draw.util.Storable,Data Source Layer,0.5
CH.ifa.draw.util,CH.ifa.draw.util.StorableInput,Data Source Layer,0.8571428571428571
CH.ifa.draw.util,CH.ifa.draw.util.StorableInput,Domain Layer,0.14285714285714285
CH.ifa.draw.util,CH.ifa.draw.util.StorableOutput,Data Source Layer,0.75
CH.ifa.draw.util,CH.ifa.draw.util.StorableOutput,Service Layer,0.125
CH.ifa.draw.util,CH.ifa.draw.util.StorableOutput,Cross-Cutting,0.125
