package,class,method,layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,CH.ifa.draw.figures.GroupFigure.canConnect(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,CH.ifa.draw.figures.GroupFigure.decompose(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,CH.ifa.draw.figures.GroupFigure.displayBox(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,CH.ifa.draw.figures.GroupFigure.handles(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,"CH.ifa.draw.figures.GroupFigure.setAttribute(java.lang.String,java.lang.Object)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupHandle,"CH.ifa.draw.figures.GroupHandle.CH.ifa.draw.figures.GroupHandle(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupHandle,CH.ifa.draw.figures.GroupHandle.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,CH.ifa.draw.figures.ImageFigure.CH.ifa.draw.figures.ImageFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,"CH.ifa.draw.figures.ImageFigure.CH.ifa.draw.figures.ImageFigure(java.awt.Image,java.lang.String,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,"CH.ifa.draw.figures.ImageFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,CH.ifa.draw.figures.ImageFigure.displayBox(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,CH.ifa.draw.figures.ImageFigure.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,CH.ifa.draw.figures.ImageFigure.handles(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,"CH.ifa.draw.figures.ImageFigure.imageUpdate(java.awt.Image,int,int,int,int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,CH.ifa.draw.figures.ImageFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ImageFigure,CH.ifa.draw.figures.ImageFigure.write(CH.ifa.draw.util.StorableOutput),Data Source Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.InsertImageCommand,"CH.ifa.draw.figures.InsertImageCommand.CH.ifa.draw.figures.InsertImageCommand(java.lang.String,java.lang.String,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.InsertImageCommand,CH.ifa.draw.figures.InsertImageCommand.execute(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.CH.ifa.draw.figures.LineConnection(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.canConnect(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,"CH.ifa.draw.figures.LineConnection.canConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.connectEnd(CH.ifa.draw.framework.Connector),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.connectStart(CH.ifa.draw.framework.Connector),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.connectsSame(CH.ifa.draw.framework.ConnectionFigure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.disconnectEnd(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.disconnectStart(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.end(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.endFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.endPoint(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,"CH.ifa.draw.figures.LineConnection.endPoint(int,int)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.figureChanged(CH.ifa.draw.framework.FigureChangeEvent),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.figureInvalidated(CH.ifa.draw.framework.FigureChangeEvent),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.handles(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,"CH.ifa.draw.figures.LineConnection.insertPointAt(java.awt.Point,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.layoutConnection(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.read(CH.ifa.draw.util.StorableInput),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.release(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.removePointAt(int),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,"CH.ifa.draw.figures.LineConnection.setPointAt(java.awt.Point,int)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.start(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.startFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.startPoint(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,"CH.ifa.draw.figures.LineConnection.startPoint(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.updateConnection(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineConnection,CH.ifa.draw.figures.LineConnection.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineDecoration,"CH.ifa.draw.figures.LineDecoration.draw(java.awt.Graphics,int,int,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,CH.ifa.draw.figures.LineFigure.CH.ifa.draw.figures.LineFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,"CH.ifa.draw.figures.LineFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,CH.ifa.draw.figures.LineFigure.endPoint(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,"CH.ifa.draw.figures.LineFigure.endPoint(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,"CH.ifa.draw.figures.LineFigure.setPoints(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,CH.ifa.draw.figures.LineFigure.startPoint(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.LineFigure,"CH.ifa.draw.figures.LineFigure.startPoint(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure.CH.ifa.draw.figures.NumberTextFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure.getValue(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure.overlayColumns(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.NumberTextFigure,CH.ifa.draw.figures.NumberTextFigure.setValue(int),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineConnector,CH.ifa.draw.figures.PolyLineConnector.CH.ifa.draw.figures.PolyLineConnector(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineConnector,CH.ifa.draw.figures.PolyLineConnector.CH.ifa.draw.figures.PolyLineConnector(CH.ifa.draw.framework.Figure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.CH.ifa.draw.figures.PolyLineFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.CH.ifa.draw.figures.PolyLineFigure(int),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.CH.ifa.draw.figures.PolyLineFigure(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.addPoint(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.connectorAt(int,int)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.containsPoint(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.displayBox(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.findSegment(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.getAttribute(java.lang.String),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.handles(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.insertPointAt(java.awt.Point,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.isEmpty(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.joinSegments(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.locator(int),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.pointAt(int),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.pointCount(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.points(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.removePointAt(int),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.setAttribute(java.lang.String,java.lang.Object)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.setEndDecoration(CH.ifa.draw.figures.LineDecoration),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.setPointAt(java.awt.Point,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.setStartDecoration(CH.ifa.draw.figures.LineDecoration),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,"CH.ifa.draw.figures.PolyLineFigure.splitSegment(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.figures.PolyLineFigure.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineHandle,"CH.ifa.draw.figures.PolyLineHandle.CH.ifa.draw.figures.PolyLineHandle(CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.framework.Locator,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineHandle,"CH.ifa.draw.figures.PolyLineHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineHandle,"CH.ifa.draw.figures.PolyLineHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineLocator,CH.ifa.draw.figures.PolyLineLocator.CH.ifa.draw.figures.PolyLineLocator(int),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.PolyLineLocator,CH.ifa.draw.figures.PolyLineLocator.locate(CH.ifa.draw.framework.Figure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RadiusHandle,CH.ifa.draw.figures.RadiusHandle.CH.ifa.draw.figures.RadiusHandle(CH.ifa.draw.figures.RoundRectangleFigure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RadiusHandle,CH.ifa.draw.figures.RadiusHandle.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RadiusHandle,"CH.ifa.draw.figures.RadiusHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RadiusHandle,"CH.ifa.draw.figures.RadiusHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RadiusHandle,CH.ifa.draw.figures.RadiusHandle.locate(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.CH.ifa.draw.figures.RectangleFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,"CH.ifa.draw.figures.RectangleFigure.CH.ifa.draw.figures.RectangleFigure(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,"CH.ifa.draw.figures.RectangleFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.displayBox(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.drawBackground(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.drawFrame(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.handles(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RectangleFigure,CH.ifa.draw.figures.RectangleFigure.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.CH.ifa.draw.figures.RoundRectangleFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,"CH.ifa.draw.figures.RoundRectangleFigure.CH.ifa.draw.figures.RoundRectangleFigure(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,"CH.ifa.draw.figures.RoundRectangleFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.connectionInsets(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,"CH.ifa.draw.figures.RoundRectangleFigure.connectorAt(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.displayBox(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.drawBackground(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.drawFrame(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.getArc(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.handles(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,"CH.ifa.draw.figures.RoundRectangleFigure.setArc(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.RoundRectangleFigure,CH.ifa.draw.figures.RoundRectangleFigure.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ScribbleTool,CH.ifa.draw.figures.ScribbleTool.CH.ifa.draw.figures.ScribbleTool(CH.ifa.draw.framework.DrawingView),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ScribbleTool,CH.ifa.draw.figures.ScribbleTool.activate(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ScribbleTool,CH.ifa.draw.figures.ScribbleTool.deactivate(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ScribbleTool,"CH.ifa.draw.figures.ScribbleTool.mouseDown(java.awt.event.MouseEvent,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ScribbleTool,"CH.ifa.draw.figures.ScribbleTool.mouseDrag(java.awt.event.MouseEvent,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ShortestDistanceConnector,CH.ifa.draw.figures.ShortestDistanceConnector.CH.ifa.draw.figures.ShortestDistanceConnector(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ShortestDistanceConnector,CH.ifa.draw.figures.ShortestDistanceConnector.CH.ifa.draw.figures.ShortestDistanceConnector(CH.ifa.draw.framework.Figure),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ShortestDistanceConnector,CH.ifa.draw.figures.ShortestDistanceConnector.findEnd(CH.ifa.draw.framework.ConnectionFigure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ShortestDistanceConnector,CH.ifa.draw.figures.ShortestDistanceConnector.findStart(CH.ifa.draw.framework.ConnectionFigure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.CH.ifa.draw.figures.TextFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.acceptsTyping(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,"CH.ifa.draw.figures.TextFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.changed(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.connect(CH.ifa.draw.framework.Figure),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.createCurrentFont(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.disconnect(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.displayBox(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.drawBackground(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.drawFrame(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.figureChanged(CH.ifa.draw.framework.FigureChangeEvent),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.figureInvalidated(CH.ifa.draw.framework.FigureChangeEvent),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.getAttribute(java.lang.String),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.getFont(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.getText(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.handles(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,"CH.ifa.draw.figures.TextFigure.moveBy(int,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.overlayColumns(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.readOnly(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.release(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,"CH.ifa.draw.figures.TextFigure.setAttribute(java.lang.String,java.lang.Object)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.setCurrentFontName(java.lang.String),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.setCurrentFontSize(int),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.setCurrentFontStyle(int),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.setFont(java.awt.Font),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.setReadOnly(boolean),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.setText(java.lang.String),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.textDisplayBox(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextFigure,CH.ifa.draw.figures.TextFigure.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextTool,"CH.ifa.draw.figures.TextTool.CH.ifa.draw.figures.TextTool(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.TextTool,CH.ifa.draw.figures.TextTool.activate(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextTool,CH.ifa.draw.figures.TextTool.deactivate(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextTool,"CH.ifa.draw.figures.TextTool.mouseDown(java.awt.event.MouseEvent,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextTool,"CH.ifa.draw.figures.TextTool.mouseDrag(java.awt.event.MouseEvent,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.TextTool,"CH.ifa.draw.figures.TextTool.mouseUp(java.awt.event.MouseEvent,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.UngroupCommand,"CH.ifa.draw.figures.UngroupCommand.CH.ifa.draw.figures.UngroupCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.UngroupCommand,CH.ifa.draw.figures.UngroupCommand.execute(),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.UngroupCommand,CH.ifa.draw.figures.UngroupCommand.isExecutable(),Service Layer
CH.ifa.draw.framework,CH.ifa.draw.framework.ConnectionFigure,"CH.ifa.draw.framework.ConnectionFigure.canConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure)",Domain Layer
CH.ifa.draw.framework,CH.ifa.draw.framework.ConnectionFigure,CH.ifa.draw.framework.ConnectionFigure.connectEnd(CH.ifa.draw.framework.Connector),Domain Layer
CH.ifa.draw.framework,CH.ifa.draw.framework.ConnectionFigure,CH.ifa.draw.framework.ConnectionFigure.connectStart(CH.ifa.draw.framework.Connector),Domain Layer
CH.ifa.draw.framework,CH.ifa.draw.framework.ConnectionFigure,CH.ifa.draw.framework.ConnectionFigure.connectsSame(CH.ifa.draw.framework.ConnectionFigure),Domain Layer
