package,class,method,layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,remoteSearchStarted(),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"startSearch(com.fsck.k9.Account,java.lang.String)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"actionDisplaySearch(android.content.Context,com.fsck.k9.search.SearchSpecification,boolean,boolean,boolean)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"onReplyAll(com.fsck.k9.activity.MessageReference,android.os.Parcelable)",Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,setProgress(boolean),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,messageHeaderViewAvailable(com.fsck.k9.view.MessageHeader),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onPause(),Data Source Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onCreateOptionsMenu(android.view.Menu),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"onSwipeLeftToRight(android.view.MotionEvent,android.view.MotionEvent)",Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,setActionBarTitle(java.lang.String),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onSearchRequested(),Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,showMoreFromSameSender(java.lang.String),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onBackStackChanged(),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onReply(com.fsck.k9.activity.MessageReference),Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onBackPressed(),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onPrepareOptionsMenu(android.view.Menu),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onResendMessage(com.fsck.k9.activity.MessageReference),Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,setActionBarSubTitle(java.lang.String),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"actionDisplaySearch(android.content.Context,com.fsck.k9.search.SearchSpecification,boolean,boolean)",Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"intentDisplaySearch(android.content.Context,com.fsck.k9.search.SearchSpecification,boolean,boolean,boolean)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,enableActionBarProgress(boolean),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"actionDisplayMessageIntent(android.content.Context,com.fsck.k9.activity.MessageReference)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,setMessageListSubTitle(java.lang.String),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"showThread(com.fsck.k9.Account,java.lang.String,long)",Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,dispatchKeyEvent(android.view.KeyEvent),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,displayMessageSubject(java.lang.String),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onSaveInstanceState(android.os.Bundle),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,setActionBarUnread(int),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onReplyAll(com.fsck.k9.activity.MessageReference),Domain Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,"onSwipeRightToLeft(android.view.MotionEvent,android.view.MotionEvent)",Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,goBack(),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,setMessageListProgress(int),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,disableDeleteAction(),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.MessageList,onNewIntent(android.content.Intent),Presentation Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,compareTo(com.fsck.k9.activity.FolderInfoHolder),Domain Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,setMoreMessagesFromFolder(com.fsck.k9.mailstore.LocalFolder),Domain Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,hashCode(),Domain Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,"populate(android.content.Context,com.fsck.k9.mailstore.LocalFolder,com.fsck.k9.Account,int)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,"getDisplayName(android.content.Context,com.fsck.k9.Account,java.lang.String)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,"populate(android.content.Context,com.fsck.k9.mailstore.LocalFolder,com.fsck.k9.Account)",Service Layer
com.fsck.k9.activity,com.fsck.k9.activity.FolderInfoHolder,equals(java.lang.Object),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpEnabledErrorDialog$OnOpenPgpDisableListener,onOpenPgpClickDisable(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientLoader,loadInBackground(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientLoader,deliverResult(java.util.List),Data Source Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpInlineDialog,"newInstance(boolean,int)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpInlineDialog,onCreateDialog(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpSignOnlyDialog,"newInstance(boolean,int)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpSignOnlyDialog,onCreateDialog(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,performSaveAfterChecks(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,updateAttachmentView(com.fsck.k9.activity.misc.Attachment),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,performSendAfterChecks(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,showWaitingForAttachmentDialog(com.fsck.k9.activity.compose.AttachmentPresenter$WaitingAction),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,showPickAttachmentDialog(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,dismissWaitingForAttachmentDialog(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,removeAttachmentView(com.fsck.k9.activity.misc.Attachment),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,addAttachmentView(com.fsck.k9.activity.misc.Attachment),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView,showMissingAttachmentsPartialMessageWarning(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,getSendErrorStateOrNull(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,isPgpInlineModeEnabled(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,getOpenPgpKeyId(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,isEncryptionEnabled(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,getRecipientAddresses(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,isProviderStateOk(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,isSigningEnabled(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,shouldUsePgpMessageBuilder(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus,hasRecipients(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,hasStableIds(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,getItemId(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,"getView(int,android.view.View,android.view.ViewGroup)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,getViewTypeCount(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,getItem(int),Data Source Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,getCount(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,isEnabled(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.IdentityAdapter,getItemViewType(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter$RecipientsChangedListener,onRecipientsChanged(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpEncryptDescriptionDialog,newInstance(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpEncryptDescriptionDialog,onCreateDialog(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpEnabledErrorDialog,"newInstance(boolean,int)",Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpEnabledErrorDialog,onCreateDialog(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,"setContactPhotoOrPlaceholder(android.content.Context,android.widget.ImageView,com.fsck.k9.view.RecipientSelectView$Recipient)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,"getView(int,android.view.View,android.view.ViewGroup)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,getItem(int),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,getFilter(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,getCount(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,getItemId(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,setHighlight(java.lang.String),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,setRecipients(java.util.List),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientAdapter,setShowAdvancedInfo(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpSignOnlyDialog$OnOpenPgpSignOnlyChangeListener,onOpenPgpSignOnlyChange(boolean),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,setCryptoMode(com.fsck.k9.activity.compose.RecipientPresenter$CryptoMode),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,build(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,setCryptoProviderState(com.fsck.k9.activity.compose.RecipientPresenter$CryptoProviderState),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,setRecipients(java.util.List),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,setEnablePgpInline(boolean),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,setOpenPgpKeyId(java.lang.Long),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.ComposeCryptoStatus$ComposeCryptoStatusBuilder,setPreferEncryptMutual(boolean),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.MessageActions,"getActionReplyIntent(android.content.Context,com.fsck.k9.activity.MessageReference)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.MessageActions,"actionForward(android.content.Context,com.fsck.k9.activity.MessageReference,android.os.Parcelable)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.MessageActions,"getActionReplyIntent(android.content.Context,com.fsck.k9.activity.MessageReference,boolean,android.os.Parcelable)",Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.MessageActions,"actionCompose(android.content.Context,com.fsck.k9.Account)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.MessageActions,"actionEditDraft(android.content.Context,com.fsck.k9.activity.MessageReference)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.MessageActions,"actionReply(android.content.Context,com.fsck.k9.activity.MessageReference,boolean,android.os.Parcelable)",Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.PgpInlineDialog$OnOpenPgpInlineChangeListener,onOpenPgpInlineChange(boolean),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showCryptoSpecialMode(com.fsck.k9.activity.compose.RecipientMvpView$CryptoSpecialModeDisplayType),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showNoRecipientsError(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,recipientCcTryPerformCompletion(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,recipientToTryPerformCompletion(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,getCcRecipients(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,getToRecipients(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,getBccRecipients(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,recipientBccHasUncompletedText(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setCryptoProvider(java.lang.String),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,requestFocusOnCcField(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorOpenPgpIncompatible(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,getToAddresses(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showOpenPgpEncryptExplanationDialog(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,"launchUserInteractionPendingIntent(android.app.PendingIntent,int)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showToUncompletedError(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setBccVisibility(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorIsSignOnly(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorInlineAttach(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,getCcAddresses(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,recipientToHasUncompletedText(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,onClick(android.view.View),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,"onFocusChange(android.view.View,boolean)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,recipientBccTryPerformCompletion(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,isCcVisible(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,getBccAddresses(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setRecipientTokensShowCryptoEnabled(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorContactNoAddress(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorNoKeyConfigured(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorOpenPgpUserInteractionRequired(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setLoaderManager(android.app.LoaderManager),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,requestFocusOnBccField(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,"setFontSizes(com.fsck.k9.FontSizes,int)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setRecipientExpanderVisibility(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showContactPicker(int),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorOpenPgpConnection(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,addTextChangedListener(android.text.TextWatcher),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,recipientCcHasUncompletedText(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showOpenPgpInlineDialog(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showCcUncompletedError(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,"addRecipients(com.fsck.k9.mail.Message.RecipientType,com.fsck.k9.view.RecipientSelectView$Recipient[])",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showErrorOpenPgpRetrieveStatus(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,requestFocusOnToField(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showBccUncompletedError(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showCryptoStatus(com.fsck.k9.activity.compose.RecipientMvpView$CryptoStatusDisplayType),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showOpenPgpSignOnlyDialog(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,isBccVisible(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setPresenter(com.fsck.k9.activity.compose.RecipientPresenter),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,showOpenPgpEnabledErrorDialog(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientMvpView,setCcVisibility(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onPrepareOptionsMenu(android.view.Menu),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,initFromSendOrViewIntent(android.content.Intent),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onSwitchAccount(com.fsck.k9.Account),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,"builderSetProperties(com.fsck.k9.message.PgpMessageBuilder,com.fsck.k9.activity.compose.ComposeCryptoStatus)",Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetPgpInline(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,getBccAddresses(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,getCcAddresses(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,getCurrentCachedCryptoStatus(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,addBccAddresses(com.fsck.k9.mail.Address[]),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onCryptoModeChanged(com.fsck.k9.activity.compose.RecipientPresenter$CryptoMode),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,initFromTrustIdAction(java.lang.String),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onNonRecipientFieldFocused(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,shouldSaveRemotely(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,builderSetProperties(com.fsck.k9.message.MessageBuilder),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,"initFromReplyToMessage(com.fsck.k9.mail.Message,boolean)",Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,checkRecipientsOkForSending(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onCryptoPgpClickDisable(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onRestoreInstanceState(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onMenuAddFromContacts(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,showPgpSendError(com.fsck.k9.activity.compose.ComposeCryptoStatus$SendErrorState),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onCryptoPgpInlineChanged(boolean),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onSaveInstanceState(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,initFromMailto(com.fsck.k9.helper.MailTo),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,initFromDraftMessage(com.fsck.k9.mail.Message),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onPgpPermissionCheckResult(android.content.Intent),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onActivityDestroy(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onSwitchIdentity(com.fsck.k9.Identity),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetEnableEncryption(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,asyncUpdateCryptoStatus(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,"onActivityResult(int,int,android.content.Intent)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetSignOnly(boolean),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,getToAddresses(),Data Source Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,onCryptoPgpSignOnlyDisabled(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.RecipientPresenter,isForceTextMessageFormat(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,"addAttachment(android.net.Uri,java.lang.String)",Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,checkOkForSendingOrDraftSaving(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,processMessageToForward(com.fsck.k9.mailstore.MessageViewInfo),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,loadNonInlineAttachments(com.fsck.k9.mailstore.MessageViewInfo),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,onClickRemoveAttachment(android.net.Uri),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,onRestoreInstanceState(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,onClickAddAttachment(com.fsck.k9.activity.compose.RecipientPresenter),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,"onActivityResult(int,int,android.content.Intent)",Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,createAttachmentList(),Domain Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,onSaveInstanceState(android.os.Bundle),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter,attachmentProgressDialogCancelled(),Presentation Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentsChangedListener,onAttachmentAdded(),Service Layer
com.fsck.k9.activity.compose,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentsChangedListener,onAttachmentRemoved(),Domain Layer
com.fsck.k9.activity.loader,com.fsck.k9.activity.loader.AttachmentContentLoader,loadInBackground(),Data Source Layer
com.fsck.k9.activity.loader,com.fsck.k9.activity.loader.AttachmentInfoLoader,loadInBackground(),Data Source Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.ContactPictureLoader$FallbackGlideModelLoader,"getResourceFetcher(com.fsck.k9.activity.misc.ContactPictureLoader$FallbackGlideParams,int,int)",Data Source Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.ContactPictureLoader$FallbackGlideBitmapDecoder,"decode(com.fsck.k9.activity.misc.ContactPictureLoader$FallbackGlideParams,int,int)",Data Source Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.ContactPictureLoader$FallbackGlideBitmapDecoder,getId(),Domain Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.ContactPictureLoader,"loadContactPicture(com.fsck.k9.view.RecipientSelectView$Recipient,android.widget.ImageView)",Data Source Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.ContactPictureLoader,"loadContactPicture(com.fsck.k9.mail.Address,android.widget.ImageView)",Data Source Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.ContactPictureLoader$FallbackGlideParams,getId(),Domain Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.SwipeGestureDetector$OnSwipeGestureListener,"onSwipeRightToLeft(android.view.MotionEvent,android.view.MotionEvent)",Presentation Layer
com.fsck.k9.activity.misc,com.fsck.k9.activity.misc.SwipeGestureDetector$OnSwipeGestureListener,"onSwipeLeftToRight(android.view.MotionEvent,android.view.MotionEvent)",Presentation Layer
